Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Datetime,,,,,
2025-11-06 03:45:00+00:00,1477.699951171875,1478.0,1475.0999755859375,1477.699951171875,0
2025-11-06 03:46:00+00:00,1478.0999755859375,1479.4000244140625,1476.300048828125,1477.699951171875,69843
2025-11-06 03:47:00+00:00,1482.4000244140625,1483.0,1477.300048828125,1478.300048828125,57264
2025-11-06 03:48:00+00:00,1480.5999755859375,1483.0,1480.0,1482.199951171875,28141
2025-11-06 03:49:00+00:00,1479.300048828125,1481.9000244140625,1479.199951171875,1480.699951171875,21055
2025-11-06 03:50:00+00:00,1480.4000244140625,1480.4000244140625,1478.0999755859375,1479.0,19421
2025-11-06 03:51:00+00:00,1480.800048828125,1481.5,1480.4000244140625,1480.4000244140625,14944
2025-11-06 03:52:00+00:00,1479.5,1481.5,1479.300048828125,1481.4000244140625,17136
2025-11-06 03:53:00+00:00,1478.9000244140625,1479.5999755859375,1477.699951171875,1479.5,15499
2025-11-06 03:54:00+00:00,1477.5,1479.199951171875,1477.5,1478.5,21180
2025-11-06 03:55:00+00:00,1475.0999755859375,1477.0,1475.0999755859375,1477.0,25184
2025-11-06 03:56:00+00:00,1476.0,1477.0,1475.300048828125,1475.300048828125,24618
2025-11-06 03:57:00+00:00,1476.0,1476.0,1475.699951171875,1475.699951171875,11438
2025-11-06 03:58:00+00:00,1477.5,1477.800048828125,1476.0,1476.0,11143
2025-11-06 03:59:00+00:00,1477.199951171875,1477.5,1477.0999755859375,1477.4000244140625,8136
2025-11-06 04:00:00+00:00,1477.300048828125,1477.300048828125,1477.0999755859375,1477.300048828125,6055
2025-11-06 04:01:00+00:00,1477.699951171875,1479.4000244140625,1477.699951171875,1478.699951171875,31012
2025-11-06 04:02:00+00:00,1477.9000244140625,1478.4000244140625,1477.800048828125,1477.9000244140625,11168
2025-11-06 04:03:00+00:00,1477.5999755859375,1477.699951171875,1477.199951171875,1477.5,6767
2025-11-06 04:04:00+00:00,1476.800048828125,1477.0,1476.5,1476.9000244140625,66111
2025-11-06 04:05:00+00:00,1476.0999755859375,1476.800048828125,1476.0999755859375,1476.800048828125,14565
2025-11-06 04:06:00+00:00,1473.199951171875,1475.800048828125,1473.199951171875,1475.800048828125,24230
2025-11-06 04:07:00+00:00,1473.5,1473.9000244140625,1473.0,1473.0,12609
2025-11-06 04:08:00+00:00,1473.199951171875,1474.199951171875,1473.0999755859375,1473.5,9554
2025-11-06 04:09:00+00:00,1473.199951171875,1474.0999755859375,1473.0999755859375,1473.4000244140625,8313
2025-11-06 04:10:00+00:00,1472.0,1473.5999755859375,1472.0,1473.5,10516
2025-11-06 04:11:00+00:00,1471.0999755859375,1471.9000244140625,1471.0999755859375,1471.9000244140625,8702
2025-11-06 04:12:00+00:00,1471.699951171875,1471.699951171875,1471.300048828125,1471.4000244140625,8512
2025-11-06 04:13:00+00:00,1472.0,1472.0,1471.4000244140625,1471.4000244140625,5254
2025-11-06 04:14:00+00:00,1471.699951171875,1472.5999755859375,1471.699951171875,1471.9000244140625,9559
2025-11-06 04:15:00+00:00,1472.300048828125,1472.300048828125,1471.5,1471.5,8366
2025-11-06 04:16:00+00:00,1472.0,1473.0,1472.0,1472.5,15376
2025-11-06 04:17:00+00:00,1471.9000244140625,1472.199951171875,1471.9000244140625,1471.9000244140625,5127
