Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Datetime,,,,,
2025-11-06 03:45:00+00:00,980.5,982.7000122070312,979.75,982.0,0
2025-11-06 03:46:00+00:00,980.6500244140625,981.5,980.0499877929688,980.3499755859375,211459
2025-11-06 03:47:00+00:00,980.6500244140625,981.3499755859375,980.4000244140625,980.7999877929688,124756
2025-11-06 03:48:00+00:00,981.4000244140625,982.0,980.6500244140625,981.1500244140625,145399
2025-11-06 03:49:00+00:00,980.9000244140625,981.4000244140625,980.75,981.4000244140625,109644
2025-11-06 03:50:00+00:00,980.9000244140625,981.5,980.6500244140625,980.9000244140625,85124
2025-11-06 03:51:00+00:00,980.75,981.4000244140625,980.2999877929688,981.0,72754
2025-11-06 03:52:00+00:00,980.1500244140625,981.5,980.0,980.7999877929688,42969
2025-11-06 03:53:00+00:00,979.7999877929688,980.25,979.4500122070312,980.1500244140625,86366
2025-11-06 03:54:00+00:00,979.5,979.7999877929688,979.4000244140625,979.7999877929688,27884
2025-11-06 03:55:00+00:00,978.9500122070312,979.5999755859375,978.9500122070312,979.5,33638
2025-11-06 03:56:00+00:00,978.7000122070312,979.0,978.2999877929688,978.5999755859375,43662
2025-11-06 03:57:00+00:00,977.5499877929688,978.7000122070312,977.4500122070312,978.5499877929688,53178
2025-11-06 03:58:00+00:00,977.5499877929688,977.9000244140625,977.4000244140625,977.5,72224
2025-11-06 03:59:00+00:00,977.1500244140625,977.75,977.1500244140625,977.5999755859375,38292
2025-11-06 04:00:00+00:00,975.5,977.2000122070312,975.3499755859375,977.2000122070312,108714
2025-11-06 04:01:00+00:00,974.7999877929688,975.5499877929688,974.6500244140625,975.4000244140625,96145
2025-11-06 04:02:00+00:00,974.5999755859375,975.5,974.4000244140625,974.7999877929688,116868
2025-11-06 04:03:00+00:00,975.0,975.0,974.2999877929688,974.5499877929688,34685
2025-11-06 04:04:00+00:00,976.9000244140625,976.9000244140625,974.9500122070312,975.0,108633
2025-11-06 04:05:00+00:00,976.5499877929688,976.7999877929688,976.5,976.7999877929688,33126
2025-11-06 04:06:00+00:00,975.5,976.7000122070312,975.5,976.7000122070312,37798
2025-11-06 04:07:00+00:00,975.5,975.8499755859375,975.2999877929688,975.8499755859375,53679
2025-11-06 04:08:00+00:00,975.5499877929688,975.75,975.2999877929688,975.2999877929688,79822
